1,10,20,50,100
2,10,20,50,100
3,10,20,50,100
4,10,20,50,100
5,10,20,50,100
6,10,20,50,100
7,10,20,50,100
8,10,20,50,100
9,10,20,50,100
10,20,20,50,100
11,20,20,50,100
12,20,20,50,100
13,20,20,50,100
14,20,20,50,100
15,20,20,50,100
16,20,20,50,100
17,20,20,50,100
18,20,20,50,100
19,20,20,50,100
20,30,40,50,100
21,30,40,50,100
22,30,40,50,100
23,30,40,50,100
24,30,40,50,100
25,30,40,50,100
26,30,40,50,100
27,30,40,50,100
28,30,40,50,100
29,30,40,50,100
30,40,40,50,100
31,40,40,50,100
32,40,40,50,100
33,40,40,50,100
34,40,40,50,100
35,40,40,50,100
36,40,40,50,100
37,40,40,50,100
38,40,40,50,100
39,40,40,50,100
40,50,60,100,100
41,50,60,100,100
42,50,60,100,100
43,50,60,100,100
44,50,60,100,100
45,50,60,100,100
46,50,60,100,100
47,50,60,100,100
48,50,60,100,100
49,50,60,100,100
50,60,60,100,100
51,60,60,100,100
52,60,60,100,100
53,60,60,100,100
54,60,60,100,100
55,60,60,100,100
56,60,60,100,100
57,60,60,100,100
58,60,60,100,100
59,60,60,100,100
60,70,80,100,100
61,70,80,100,100
62,70,80,100,100
63,70,80,100,100
64,70,80,100,100
65,70,80,100,100
66,70,80,100,100
67,70,80,100,100
68,70,80,100,100
69,70,80,100,100
70,80,80,100,100
71,80,80,100,100
72,80,80,100,100
73,80,80,100,100
74,80,80,100,100
75,80,80,100,100
76,80,80,100,100
77,80,80,100,100
78,80,80,100,100
79,80,80,100,100
80,90,100,100,100
81,90,100,100,100
82,90,100,100,100
83,90,100,100,100
84,90,100,100,100
85,90,100,100,100
86,90,100,100,100
87,90,100,100,100
88,90,100,100,100
89,90,100,100,100
90,100,100,100,100
91,100,100,100,100
92,100,100,100,100
93,100,100,100,100
94,100,100,100,100
95,100,100,100,100
96,100,100,100,100
97,100,100,100,100
98,100,100,100,100
99,100,100,100,100
100,110,100,100,100
101,110,100,100,100
102,110,100,100,100
103,110,100,100,100
104,110,100,100,100
105,110,100,100,100
106,110,100,100,100
107,110,100,100,100
108,110,100,100,100
109,110,100,100,100
